filename,w,a,s,d,e,r,shift,ctrl,1,2,3,4,space,mouse_left,mouse_right,mouse_dx,mouse_dy
xeomrccc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8tph5hq1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
woc8o2te.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o4usj6kl.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zye1e8iw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5wqxjlok.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gctnbgts.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
smoag7oq.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rodpwdl5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
qqn71oq9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
s8x95sga.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2ae0myyb.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
pcn1341x.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3
96omh2zb.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
bkfn8src.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6y0uhk9a.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
8k0oyfbv.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
4gkxc204.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
pbkowru4.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
ztou5ih1.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1m41w32q.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
r4lpueud.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
kdw00l0t.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
zg4xkas1.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
uc269oa9.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
fqot7toy.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8544tt4m.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ofyym8nd.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
jyk6m52a.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gy0o6ib0.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435bdmw3.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3rmrbv7l.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
vp1mni57.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0qiqsfix.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vcgfzepe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wio902km.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zd8pfiui.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yhrgtz90.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
n2k4d8ce.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qj7pf2rh.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uht02q6i.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb0gdy46.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyixc6sc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecynige1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
sne67m70.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
f0is0efd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
e2hs1jux.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
h4m2miqx.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tmbqhod9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1gtyzdih.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1ikavl6u.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tp687hwb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pmn27tnm.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1mss3i6u.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
7e7naxqb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
46p3jupe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
tg8ckzzi.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74dh1vua.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j7znpuds.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
uwars3h8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
nwt9rks9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
u85bay9s.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
f471j3yz.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42je44oh.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r703grc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uwglq99g.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0
vgkqxqwm.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0
w8fsfo63.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18z7imr1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vypsc8vw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318gdhld.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98gayf8j.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5goho31o.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
vxmt17kh.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
b30usum7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
1ocnk6ic.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wxe35v0c.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cola4bnu.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
kb69ekiy.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
86zgqlse.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0
jqgie3ho.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0
0hkb6pth.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeg7za1x.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xicd3hhf.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3g8rw98.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5pieqqtj.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r28eltkl.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ibre4a3a.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
kimmyzj8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
okv7tjzl.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nselsloc.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1z2lhqf0.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0r0xr9qs.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
9cx92x2u.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
cazi3eo1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
go46ci1j.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
5vvvywza.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,0
k0c1j3iy.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,-3
o6t31dav.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zzi9lujf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8zqrw9ci.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5dbxc2ae.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zmy9n3co.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ov0jzp5a.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ib0jg8pg.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
k12v1pd5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
6h7p12hb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
p4fnbjwg.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3
uxi6pxj8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-4
pbvl14jp.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74z0lhhn.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zvbnciqb.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
fkkgnrfv.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
s8jqoxy4.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0tcbxp1b.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pgngx2t1.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
vkudpoq0.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tozap0t8.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
obcgd378.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0xha6ffr.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ce1nwgay.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4
nw0jcul1.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
h69dxsfn.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
romusbmp.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2
kjwkjo8l.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6m1o0pzc.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4tf5lw13.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ha98cat7.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
wfkp6ge0.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
sq747q3c.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,0
yb9mjc9i.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-11,0
h017hcpl.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
r68b4i6e.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
fi88g7vh.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
p9221bfz.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
76nr633h.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8fsatpru.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
hv1ye5ky.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
grwlcqqw.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3yxho14q.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2t3et7kn.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0
aeihijyt.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
w20n9ph4.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
m8lby1jo.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2
3rgdocsx.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
mcyu7xoo.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
wcanbhbh.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
10fjel11.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
n9rr8izo.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
psdykd9c.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
ej60135l.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
mv9p68u1.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nabkb31z.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
xxzp98x4.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
w6nb8lis.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
k99snxfh.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ho7d89r7.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
2qzg2g98.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73pebgce.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ixriohav.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kt82umvg.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
g5rk4r76.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa5e2yqb.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e46ysm5h.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vm7kmtxr.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
l25jbrvr.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0
0v6hu653.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
8g366krr.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
7o7pyje6.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qv4jsn91.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g87qf0tg.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
j7chuad9.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v3est103.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
k22t1aqa.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ipjqr2su.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
h1j1nar8.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
v10f07mo.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76evnxh7.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
y1fi82xx.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40kj3uwn.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
vb2bb6xp.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9c0hkl4c.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3ftehl63.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cqanevp7.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qkih5qia.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2duj5owi.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96tkumxj.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
z1lrsioi.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qgogvtxu.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
zb5kw7yd.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vc3wug6x.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
j23ue7f4.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3ff1vehz.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4m34mxkw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uv603cvv.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tx6euyyu.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9d7rkx2.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kddi83io.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2r3bq3m7.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9w2ka2s6.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
0hvv15om.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ijbc82tz.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
oz6dwqjq.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
p4mrqjpo.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28sde23z.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mpyfsfg1.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44qbv2wn.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40st0o43.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
0qf9tpsd.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
v1j5st50.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jt1ilc1n.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
u0ikuhif.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
ycq4z54a.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fzk3s4gf.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
q32e10qp.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
h9lc38ba.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5zbjsnzm.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
io9asgv4.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
yyue4zys.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
l5wlb0u5.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ppyeq6bm.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
t6zi87dv.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hvmcfyjh.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pmpesa8z.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
gic32edk.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
p24jlh0j.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
atjogymo.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2fy9i1ph.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8ojiu20b.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1rt5f66b.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
a833qvrk.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8q6gqnbb.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uuuehwa7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
zggy7av1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
dps4696v.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
rp8ie2ht.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5qdaoi4w.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
593fmtpy.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
1bl3ppm4.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
m4hum08x.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ztgjooqn.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
26nihtgr.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
bjgx22ry.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
161fhgio.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,0
cyyanmnx.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
5niarks9.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1
